Date,SBIN,HDFC ,ICICI,Kotak,Axis
10-01-2025,743.25,1656.75,1249.85,1738.4,1049.3
13-01-2025,729.5,1630.85,1229.75,1750.6,1051.65
14-01-2025,748.15,1646.6,1240.3,1789.6,1026.8
15-01-2025,753.7,1643.05,1238.25,1805.55,1038
16-01-2025,766.3,1652.05,1249.1,1758.6,991.05
17-01-2025,764.1,1636.75,1225.45,1920.5,988.05
20-01-2025,779.25,1651.25,1232.95,1893.3,970.2
21-01-2025,759.05,1642.4,1196.15,1917.5,959.3
22-01-2025,753.45,1666.05,1200.45,1894.85,951.05
23-01-2025,745.9,1664.9,1201.75,1886.2,948.5
24-01-2025,744.15,1649.8,1209.2,1881.4,948.1
27-01-2025,749.2,1629.8,1227.95,1887.75,983.8
28-01-2025,752.4,1670.4,1246.9,1920.35,983.4
29-01-2025,758.45,1677.3,1251.65,1901.5,984.7
30-01-2025,762.6,1691.5,1255.6,1901.3,986.1
31-01-2025,772.9,1698.75,1252.8,1884.5,989.4
03-02-2025,760.95,1678,1253,1928.5,1015.3
04-02-2025,779.2,1720.9,1268.2,1911.75,1013.3
05-02-2025,766.05,1737.8,1267.7,1915.95,1020.7
06-02-2025,752.25,1743.85,1272.4,1929.25,1024.1
07-02-2025,737.2,1732.75,1256.9,1960.15,1011.75
10-02-2025,736.8,1715.75,1262.6,1918.6,1007.4
11-02-2025,731.1,1701.4,1252.75,1943.95,1006.9
12-02-2025,733.15,1706.8,1251.8,1972.8,1008.2
13-02-2025,727.65,1697.7,1248.9,1952.4,997.5
14-02-2025,722.15,1694.85,1260.1,1945.3,992.95
17-02-2025,727.7,1717.35,1251.15,1963.35,994.15
18-02-2025,725.8,1723.05,1243.05,1985,1011.35
19-02-2025,727.3,1727.2,1261.65,1970.55,1017.2
20-02-2025,729.7,1687.1,1249.95,1953.05,1008.95
21-02-2025,722,1692.5,1232.95,1966.1,1010.05
24-02-2025,716.4,1677.1,1218.35,1967.25,1009.1
25-02-2025,710.9,1682.35,1224.15,1947.55,1016.7
27-02-2025,703.9,1700.7,1222.45,1902.95,1015.55
28-02-2025,688.8,1732.4,1204.1,1914.6,1007.25
03-03-2025,695.3,1701.55,1206.2,1907.8,1001.8
04-03-2025,716.05,1710,1210.4,1933.1,1014.45
05-03-2025,730.35,1690,1215.7,1921.7,1034.1
06-03-2025,732.05,1691.2,1218.05,1935.4,1037.65
07-03-2025,732.75,1689.25,1214.55,1921.75,1035.85
10-03-2025,728.9,1687.5,1214.85,1935.2,1025.65
11-03-2025,729.85,1685.5,1245.4,1982.55,1011.2
12-03-2025,723.05,1711.15,1243.95,1985.1,1010.2
13-03-2025,727.85,1706.6,1250.05,1995,1034
17-03-2025,723.3,1732.2,1248.65,2034,1045.25
18-03-2025,736.7,1744.1,1309.85,2021.55,1052.05
19-03-2025,745.1,1768.75,1313.1,2035.65,1054.35
20-03-2025,749.55,1770.35,1321.7,2079,1070.15
21-03-2025,753.2,1800,1343.1,2176.15,1097.85
24-03-2025,780.8,1821.45,1358.15,2170,1118.55
25-03-2025,772.85,1806.55,1343.7,2144.9,1096.25
26-03-2025,764,1825.35,1335.9,2128.65,1098.35
27-03-2025,772.3,1828.2,1336.65,2171.2,1102
28-03-2025,771.5,1767.85,1348.35,2145.9,1085.6
01-04-2025,771.7,1796.9,1318.45,2154.6,1084.45
02-04-2025,775.95,1794.85,1331.25,2132.6,1089.85
03-04-2025,779.2,1817.3,1329.55,2131.95,1091.3
04-04-2025,767.45,1757.7,1335.3,2037.85,1047.95
07-04-2025,746.9,1769.15,1287.55,2055.15,1077.85
08-04-2025,768.6,1765,1299.9,2052.7,1061.65
09-04-2025,742.2,1806.75,1300.8,2111.2,1068.95
11-04-2025,753.85,1864.9,1311.65,2120.2,1112.8
15-04-2025,763.5,1878,1350.2,2123.4,1161.3
16-04-2025,771.75,1906.7,1356.4,2188.1,1190.8
17-04-2025,797.45,1927.1,1406.7,2241.4,1223
21-04-2025,816.7,1961.7,1409.8,2268.8,1216.8
22-04-2025,822.4,1923.9,1416.5,2227,1206.9
23-04-2025,813.45,1916.8,1424.4,2223,1207.1
24-04-2025,813.4,1911.2,1402.7,2204.4,1166.3
25-04-2025,798.65,1920.2,1404.8,2225.6,1192.8
28-04-2025,817.35,1908.8,1428.8,2205,1187.3
29-04-2025,812.55,1925,1429.8,2208.1,1185
30-04-2025,788.65,1925,1427,2185.2,1182.2
02-05-2025,796.7,1936.8,1432.4,2084.9,1173.2
06-05-2025,774.1,1931.7,1431.6,2074,1161.4
07-05-2025,776.1,1945.6,1435.4,2094.9,1161.3
08-05-2025,769,1928.5,1435.5,2112.6,1172.2
09-05-2025,779.25,1889.7,1388.9,2103.1,1151.1
